Year,Continent,Country,International (Degree),Overseas Chinese (Degree),Mainland (Degree),Exchange (Non-degree),Short-term (Non-degree),Mandarin training (Non-degree),Mainland (Non-degree),Others,Total
105,Africa,Tunisia,1,0,0,2,2,3,0,0,8
105,Africa,Guanda,3,0,0,0,0,5,0,0,8
105,Africa,Zambia,3,0,0,0,0,5,0,0,8
105,Europe,Serbia,5,0,0,0,0,3,0,0,8
105,Asia,Yemen,2,2,0,0,0,3,0,0,7
105,Asia,Tajikistan,6,0,0,0,0,1,0,0,7
105,Europe,Luxembourg,1,0,0,2,0,4,0,0,7
105,America,Uruguay,3,0,0,0,0,4,0,0,7
105,Africa,Algeria,1,0,0,1,1,3,0,0,6
105,Africa,Cõte D'Ivoire,1,2,0,1,0,2,0,0,6
105,Africa,"Tanzania, United Republic Of",6,0,0,0,0,0,0,0,6
105,Asia,"Palestinian Territory, Occupied",2,0,0,0,1,2,0,0,5
105,Oceania,Fiji,0,3,0,0,2,0,0,0,5
105,Africa,Chad,0,0,0,0,0,5,0,0,5
105,Asia,Armenia,0,0,0,1,1,2,0,0,4
105,Africa,Benin,1,0,0,0,0,3,0,0,4
105,Africa,Cameroon,4,0,0,0,0,0,0,0,4
105,Africa,Congo,3,0,0,0,0,1,0,0,4
105,Africa,Mauritius,1,1,0,0,1,1,0,0,4
105,Africa,Senegal,1,0,0,0,0,3,0,0,4
105,Europe,Bosnia And Herzegovina,2,0,0,1,0,1,0,0,4
105,America,Jamaica,1,0,0,0,0,3,0,0,4
105,Asia,Lebanon,1,1,0,0,0,1,0,0,3
105,Asia,Saudi Arabia,0,1,0,0,0,2,0,0,3
105,Asia,Syrian Arab Republic,3,0,0,0,0,0,0,0,3
105,Asia,Trukmenistan,3,0,0,0,0,0,0,0,3
105,Africa,Mozambique,2,0,0,0,0,1,0,0,3
105,Africa,Sudan,2,0,0,0,0,1,0,0,3
105,Africa,Togo,0,0,0,0,0,3,0,0,3
105,Africa,"Congo,The Democratic Republic Of The",1,0,0,0,0,2,0,0,3
105,Africa,Mali,1,0,0,0,0,2,0,0,3
105,Europe,Macedonia,2,0,0,0,1,0,0,0,3
105,America,Trinidad And Tobago,0,0,0,0,1,2,0,0,3
105,Asia,United Arab Emirtes,0,2,0,0,0,0,0,0,2
105,Asia,Azerbaijan,1,0,0,0,0,1,0,0,2
105,Africa,Gabon,0,0,0,0,2,0,0,0,2
105,Africa,Libyan Arab Jamahiriya,1,0,0,0,0,1,0,0,2
105,Africa,Rwanda,1,0,0,0,1,0,0,0,2
105,Africa,Sierra Leone,1,0,0,0,0,1,0,0,2
105,Africa,Namibia,1,0,0,0,0,1,0,0,2
105,Europe,Albania,0,0,0,0,0,2,0,0,2
105,Europe,Malta,1,0,0,0,0,1,0,0,2
105,Europe,Monaco,0,0,0,0,1,1,0,0,2
105,America,Bahamas,0,0,0,0,0,2,0,0,2
105,America,Barbados,2,0,0,0,0,0,0,0,2
105,America,Guyana,2,0,0,0,0,0,0,0,2
105,Asia,Bahrain,0,1,0,0,0,0,0,0,1
105,Asia,Kuwait,0,1,0,0,0,0,0,0,1
105,Asia,Moldova Republic Of,1,0,0,0,0,0,0,0,1
105,Africa,Botswana,1,0,0,0,0,0,0,0,1
105,Africa,Guinea,0,0,0,0,0,1,0,0,1
105,Africa,Liberia,1,0,0,0,0,0,0,0,1
105,Africa,Madagascar,0,0,0,0,0,1,0,0,1
105,Africa,Mauritania,0,0,0,0,0,1,0,0,1
105,Africa,Niger,0,0,0,0,0,1,0,0,1
105,Europe,Iceland,0,0,0,0,0,1,0,0,1
105,Europe,Congo,1,0,0,0,0,0,0,0,1
105,America,Cuba,0,0,0,0,0,1,0,0,1
105,America,Dominica,0,1,0,0,0,0,0,0,1
105,America,Suriname,0,0,0,1,0,0,0,0,1
104,Asia,China,0,0,7813,0,0,24,34114,0,41951
104,Asia,Malaysia,4465,7053,0,38,848,247,0,2403,15054
104,Asia,Hong Kong,0,7333,0,188,205,507,0,0,8233
104,Asia,Japan,791,175,0,499,1554,3436,0,0,6455
104,Asia,Macau,0,5001,0,21,12,118,0,0,5152
104,Asia,Viet Nam,2586,307,0,50,47,1096,0,373,4459
104,Asia,Indonesia,1623,1101,0,68,162,1442,0,58,4454
104,Asia,South Korea,596,196,0,781,417,2070,0,2,4062
104,America,United States,433,256,0,142,707,2462,0,3,4003
104,Europe,France,108,3,0,545,148,829,0,0,1633
104,Asia,Thailand,506,260,0,129,241,455,0,0,1591
104,Asia,India,803,1,0,32,99,228,0,0,1163
104,Europe,Germany,86,3,0,424,169,437,0,0,1119
104,America,Canada,82,186,0,68,147,358,0,0,841
104,Asia,Mongolia,607,0,0,6,5,192,0,0,810
104,Asia,Singapore,101,89,0,116,240,110,0,7,663
104,Asia,Myanmar,9,454,0,0,5,71,0,38,577
104,Asia,Philippines,139,34,0,22,119,256,0,0,570
104,Europe,United Kingdom,55,4,0,19,61,313,0,0,452
104,Oceania,Australia,16,15,0,24,58,294,0,0,407
104,Europe,Netherlands,18,1,0,165,71,143,0,0,398
104,Asia,Russian Federation,146,1,0,39,6,205,0,0,397
104,Europe,Spain,37,2,0,103,22,196,0,0,360
104,Africa,Swaziland,191,1,0,0,0,145,0,0,337
104,Europe,Italy,24,1,0,87,14,154,0,0,280
104,America,Honduras,159,2,0,1,0,93,0,0,255
104,Europe,Czech Republic,33,0,0,88,24,92,0,0,237
104,Europe,Sweden,12,2,0,116,8,98,0,0,236
104,America,Brazil,17,40,0,6,9,149,0,0,221
104,America,Mexico,42,11,0,14,5,143,0,0,215
104,Europe,Poland,43,0,0,34,38,75,0,0,190
104,Africa,South Africa,38,68,0,0,1,81,0,0,188
104,America,Panama,94,4,0,0,0,90,0,0,188
104,Africa,Gambia,139,0,0,0,0,46,0,0,185
104,America,Belize,105,25,0,0,0,52,0,2,184
104,Europe,Austria,33,0,0,45,11,89,0,0,178
104,America,Paraguay,73,38,0,0,0,63,0,0,174
104,America,Nicaragua,96,12,0,0,0,62,0,0,170
104,Europe,Switzerland,13,1,0,24,11,111,0,0,160
104,America,El Salvador,95,6,0,0,0,57,0,0,158
104,Europe,Belgium,6,1,0,60,7,77,0,0,151
104,Asia,Turkey,56,0,0,7,4,83,0,0,150
104,America,Guatemala,70,8,0,0,1,69,0,0,148
104,Africa,Burkina Faso,75,0,0,0,0,63,0,0,138
104,America,Saint Lucia,62,0,0,0,0,57,0,0,119
104,Oceania,New Zealand,6,25,0,6,13,66,0,0,116
104,Oceania,Solomon Islands,64,0,0,0,0,50,0,0,114
104,America,Haiti,69,0,0,0,0,41,0,0,110
104,America,Dominican Republic,30,22,0,0,0,57,0,0,109
104,Europe,Romania,4,0,0,1,2,92,0,0,99
104,America,Saint Vincent And The Grenadines,44,0,0,0,0,53,0,0,97
104,Europe,Finland,8,0,0,43,0,36,0,0,87
104,America,Argentina,7,23,0,0,1,52,0,0,83
104,Europe,Ukraine,38,0,0,1,2,37,0,0,78
104,America,Ecuador,31,16,0,0,0,29,0,0,76
104,Europe,Hungary,27,1,0,1,5,39,0,0,73
104,Asia,Jordan,30,5,0,0,0,37,0,0,72
104,Oceania,Kiribati,42,0,0,0,0,29,0,0,71
104,America,Peru,24,6,0,0,1,40,0,0,71
104,Europe,Denmark,7,0,0,25,14,21,0,0,67
104,America,Colombia,26,0,0,2,2,36,0,0,66
104,Asia,Iran（Islamic Republic Of Iran）,47,0,0,0,5,13,0,0,65
104,Africa,Sao Tome And Principe,40,0,0,0,0,22,0,0,62
104,Africa,Ethiopia,59,0,0,0,0,1,0,0,60
104,America,Saint Kitts And Nevis,38,0,0,0,0,22,0,0,60
104,Europe,Norway,3,0,0,18,10,23,0,0,54
104,Oceania,Marshall Islands,20,0,0,0,0,33,0,0,53
104,Europe,Slovakia,15,0,0,7,6,24,0,0,52
104,Europe,Ireland,5,0,0,3,2,41,0,0,51
104,Asia,Nepal,34,0,0,0,2,12,0,0,48
104,Oceania,Tuvalu,29,0,0,0,0,18,0,0,47
104,Asia,Israel,13,0,0,7,3,23,0,0,46
104,Asia,Pakistan,35,1,0,0,5,1,0,0,42
104,Oceania,Palau,25,3,0,0,0,12,0,0,40
104,Europe,Portugal,6,0,0,9,3,21,0,0,39
104,America,Chile,9,7,0,0,1,19,0,0,36
104,Europe,Lithuania,5,0,0,14,1,15,0,0,35
104,Asia,Brunei Darussalam,5,13,0,6,4,0,0,5,33
104,Africa,Nigeria,24,0,0,1,0,3,0,0,28
104,Africa,Malawi,21,3,0,0,0,2,0,0,26
104,Africa,Egypt,17,1,0,0,2,5,0,0,25
104,America,Costa Rica,3,10,0,0,0,9,0,0,22
104,Oceania,Nauru,8,0,0,0,0,13,0,0,21
104,Africa,Kenya,18,1,0,0,0,2,0,0,21
104,Africa,Morocco,1,0,0,5,6,7,0,0,19
104,America,Venezuela,4,4,0,1,0,10,0,0,19
104,Asia,Srilanka,16,1,0,0,0,1,0,0,18
104,Europe,Croacia,8,0,0,1,0,9,0,0,18
104,Europe,Bulgaria,4,0,0,2,1,10,0,0,17
104,Asia,Iraq,10,0,0,0,0,6,0,0,16
104,Europe,Slovenia,4,0,0,3,3,6,0,0,16
104,Asia,Bangladesh,14,1,0,0,0,0,0,0,15
104,Asia,Bhutan,1,0,0,0,0,14,0,0,15
104,Europe,Belarus,10,0,0,1,0,4,0,0,15
104,Europe,Greece,3,0,0,2,3,5,0,0,13
104,Europe,Latvia,4,0,0,2,0,7,0,0,13
104,America,Bolivia,4,2,0,0,0,6,0,0,12
104,Asia,Kazakhstan,7,0,0,0,1,3,0,0,11
104,Asia,Uzbekistan,3,0,0,0,1,7,0,0,11
104,Europe,Estonia,4,0,0,1,0,4,0,0,9
104,Asia,Tajikistan,6,0,0,0,0,2,0,0,8
104,Africa,Congo,5,0,0,0,0,2,0,0,7
104,Africa,Zimbabwe,5,0,0,0,0,2,0,0,7
104,Asia,United Arab Emirtes,0,2,0,0,2,2,0,0,6
104,Asia,Yemen,1,3,0,0,0,2,0,0,6
104,Asia,Kyrgyzstan,6,0,0,0,0,0,0,0,6
104,Africa,Cameroon,4,0,0,0,0,2,0,0,6
104,Europe,Luxembourg,1,0,0,1,0,4,0,0,6
104,Europe,Serbia,1,0,0,0,0,5,0,0,6
104,Asia,Bahrain,1,1,0,0,3,0,0,0,5
104,Oceania,Papua New Guinea,3,2,0,0,0,0,0,0,5
104,Africa,Cõte D'Ivoire,1,3,0,0,0,1,0,0,5
104,Africa,"Tanzania, United Republic Of",5,0,0,0,0,0,0,0,5
104,Asia,"Cambodia, Kingdom Of Cambodia",2,1,0,0,1,0,0,0,4
104,Asia,Lao People'S Democratic Republic,2,2,0,0,0,0,0,0,4
104,Asia,Lebanon,1,1,0,0,1,1,0,0,4
104,Asia,Saudi Arabia,2,2,0,0,0,0,0,0,4
104,Africa,Mauritius,0,4,0,0,0,0,0,0,4
104,Africa,Mozambique,3,0,0,0,0,1,0,0,4
104,Asia,Syrian Arab Republic,1,0,0,0,0,2,0,0,3
104,Asia,Armenia,0,0,0,0,0,3,0,0,3
104,Africa,Botswana,1,0,0,0,0,2,0,0,3
104,Africa,Sudan,2,0,0,0,0,1,0,0,3
104,Africa,Togo,1,0,0,0,0,2,0,0,3
104,Africa,Tunisia,1,0,0,0,1,1,0,0,3
104,Europe,Bosnia And Herzegovina,3,0,0,0,0,0,0,0,3
104,America,Uruguay,1,0,0,0,0,2,0,0,3
104,Asia,Kuwait,0,1,0,0,0,1,0,0,2
104,Asia,"Palestinian Territory, Occupied",0,0,0,0,0,2,0,0,2
104,Asia,Trukmenistan,2,0,0,0,0,0,0,0,2
104,Africa,Benin,1,0,0,0,0,1,0,0,2
104,Africa,Chad,0,0,0,0,0,2,0,0,2
104,Africa,Sierra Leone,1,0,0,0,0,1,0,0,2
104,Africa,Guanda,1,0,0,0,0,1,0,0,2
104,Africa,Zambia,0,0,0,0,0,2,0,0,2
104,Africa,Namibia,0,1,0,0,0,1,0,0,2
104,Europe,Iceland,0,0,0,0,0,2,0,0,2
104,Europe,Malta,0,0,0,0,0,2,0,0,2
104,Europe,Monaco,0,0,0,0,1,1,0,0,2
104,Europe,Macedonia,2,0,0,0,0,0,0,0,2
104,America,Barbados,2,0,0,0,0,0,0,0,2
104,America,Trinidad And Tobago,0,0,0,0,1,1,0,0,2
104,America,Dominica,0,1,0,0,0,1,0,0,2
104,Asia,Azerbaijan,0,0,0,0,0,1,0,0,1
104,Asia,Moldova Republic Of,1,0,0,0,0,0,0,0,1
104,Oceania,Fiji,0,1,0,0,0,0,0,0,1
104,Oceania,Micronesia（Federated Stated Of）,1,0,0,0,0,0,0,0,1
104,Africa,Algeria,0,0,0,1,0,0,0,0,1
104,Africa,Gabon,0,0,0,1,0,0,0,0,1
104,Africa,Ghana,1,0,0,0,0,0,0,0,1
104,Africa,Liberia,1,0,0,0,0,0,0,0,1
104,Africa,Libyan Arab Jamahiriya,1,0,0,0,0,0,0,0,1
104,Africa,Madagascar,0,0,0,0,1,0,0,0,1
104,Africa,Rwanda,1,0,0,0,0,0,0,0,1
104,Africa,Senegal,1,0,0,0,0,0,0,0,1
104,Africa,Mali,0,0,0,0,0,1,0,0,1
104,Europe,Congo,1,0,0,0,0,0,0,0,1
104,America,Cuba,0,0,0,0,0,1,0,0,1
104,America,Jamaica,0,0,0,0,0,1,0,0,1
103,Asia,China,0,0,5881,0,0,377,27030,0,33288
103,Asia,Malaysia,3671,6254,0,35,839,85,0,2501,13385
103,Asia,Hong Kong,0,5814,0,193,220,59,0,0,6286
103,Asia,Japan,698,177,0,494,1423,3024,0,0,5816
103,Asia,Macau,0,4693,0,10,3,17,0,0,4723
103,Asia,Viet Nam,2450,291,0,11,41,922,0,290,4005
103,Asia,South Korea,511,186,0,708,248,1933,0,1,3587
103,Asia,Indonesia,1374,971,0,35,134,976,0,69,3559
103,America,United States,419,259,0,182,467,1998,0,3,3328
103,Europe,France,104,1,0,505,100,847,0,0,1557
103,Asia,Thailand,548,268,0,108,150,461,0,0,1535
103,Europe,Germany,79,3,0,350,142,526,0,0,1100
103,Asia,India,646,3,0,26,85,97,0,0,857
103,Asia,Mongolia,571,0,0,21,3,210,0,0,805
103,Asia,Singapore,100,99,0,107,340,32,0,10,688
103,America,Canada,77,205,0,57,46,283,0,0,668
103,Asia,Philippines,138,33,0,18,85,292,0,0,566
103,Asia,Myanmar,5,407,0,1,2,42,0,31,488
103,Asia,Russian Federation,155,1,0,32,13,192,0,0,393
103,Oceania,Australia,19,16,0,34,48,254,0,0,371
103,Europe,Netherlands,18,2,0,154,33,155,0,0,362
103,Europe,United Kingdom,43,4,0,13,37,259,0,0,356
103,Europe,Spain,35,5,0,73,15,173,0,0,301
103,Europe,Italy,23,1,0,78,12,149,0,0,263
103,America,Honduras,156,2,0,0,13,62,0,0,233
103,Europe,Czech Republic,31,0,0,84,35,81,0,0,231
103,Africa,Swaziland,164,3,0,0,0,44,0,0,211
103,Europe,Poland,39,0,0,25,65,71,0,0,200
103,Europe,Sweden,9,1,0,103,8,77,0,0,198
103,Africa,Gambia,167,1,0,0,1,20,0,0,189
103,America,Paraguay,80,46,0,0,0,52,0,0,178
103,Africa,South Africa,36,76,0,0,4,57,0,0,173
103,America,Mexico,43,13,0,3,6,97,0,0,162
103,America,Nicaragua,101,13,0,0,0,46,0,0,160
103,America,Belize,95,27,0,0,0,36,0,1,159
103,Europe,Belgium,7,1,0,58,9,75,0,0,150
103,America,El Salvador,94,8,0,0,0,47,0,0,149
103,America,Panama,83,5,0,0,0,55,0,0,143
103,America,Brazil,17,42,0,7,5,72,0,0,143
103,Europe,Switzerland,14,0,0,29,8,84,0,0,135
103,America,Guatemala,77,10,0,0,3,44,0,0,134
103,America,Dominican Republic,27,22,0,0,0,79,0,0,128
103,Europe,Austria,14,0,0,34,16,63,0,0,127
103,Asia,Turkey,45,0,0,9,2,69,0,0,125
103,America,Haiti,66,0,0,1,0,46,0,0,113
103,Africa,Burkina Faso,61,0,0,0,0,50,0,0,111
103,Europe,Finland,3,0,0,49,4,46,0,0,102
103,America,Saint Lucia,60,4,0,0,0,32,0,0,96
103,Oceania,New Zealand,9,25,0,1,5,42,0,0,82
103,Oceania,Solomon Islands,52,0,0,0,0,27,0,0,79
103,Europe,Denmark,7,0,0,29,5,35,0,0,76
103,America,Ecuador,27,16,0,1,0,30,0,0,74
103,Africa,Sao Tome And Principe,42,0,0,0,0,26,0,0,68
103,Europe,Ukraine,38,0,0,3,2,24,0,0,67
103,Oceania,Kiribati,34,0,0,0,0,27,0,0,61
103,Europe,Hungary,27,0,0,1,5,26,0,0,59
103,Europe,Slovakia,19,0,0,7,5,28,0,0,59
103,America,Saint Vincent And The Grenadines,38,0,0,0,0,20,0,0,58
103,Asia,Iran（Islamic Republic Of Iran）,44,0,0,0,2,8,0,0,54
103,Asia,Nepal,29,0,0,0,8,16,0,0,53
103,America,Peru,20,8,0,0,0,25,0,0,53
103,Africa,Ethiopia,52,0,0,0,0,0,0,0,52
103,America,Colombia,16,0,0,2,0,33,0,0,51
103,Europe,Ireland,2,0,0,8,0,38,0,0,48
103,America,Saint Kitts And Nevis,26,0,0,0,0,20,0,0,46
103,America,Argentina,6,29,0,0,2,7,0,0,44
103,Oceania,Tuvalu,27,0,0,0,0,16,0,0,43
103,Europe,Norway,5,0,0,15,1,19,0,0,40
103,Asia,Jordan,30,3,0,0,0,6,0,0,39
103,Oceania,Palau,24,2,0,0,0,12,0,0,38
103,America,Chile,8,11,0,1,0,18,0,0,38
103,Asia,Israel,13,0,0,0,5,19,0,0,37
103,Europe,Portugal,5,1,0,4,2,20,0,0,32
103,Europe,Lithuania,5,0,0,10,0,17,0,0,32
103,Oceania,Marshall Islands,18,0,0,0,0,9,0,0,27
103,Africa,Nigeria,21,0,0,0,1,3,0,0,25
103,Africa,Kenya,20,1,0,0,0,3,0,0,24
103,Asia,Pakistan,19,2,0,0,2,0,0,0,23
103,Asia,Brunei Darussalam,4,12,0,0,2,2,0,3,23
103,Africa,Egypt,18,1,0,0,2,2,0,0,23
103,Europe,Croacia,8,0,0,2,2,10,0,0,22
103,Europe,Slovenia,5,0,0,0,7,9,0,0,21
103,Oceania,Nauru,9,0,0,0,0,11,0,0,20
103,Asia,Iraq,15,0,0,0,1,3,0,0,19
103,Asia,Kazakhstan,7,0,0,0,5,7,0,0,19
103,Africa,Malawi,15,3,0,0,0,1,0,0,19
103,Africa,Morocco,0,0,0,4,10,5,0,0,19
103,Europe,Belarus,10,0,0,2,0,7,0,0,19
103,America,Costa Rica,3,12,0,0,0,4,0,0,19
103,Europe,Bulgaria,4,0,0,3,3,7,0,0,17
103,Asia,Bangladesh,12,1,0,0,0,3,0,0,16
103,Asia,Srilanka,14,1,0,0,0,1,0,0,16
103,Asia,Bhutan,1,0,0,0,0,11,0,0,12
103,America,Bolivia,3,5,0,0,1,3,0,0,12
103,America,Venezuela,2,4,0,0,0,6,0,0,12
103,Asia,Tajikistan,5,0,0,0,0,6,0,0,11
103,Europe,Romania,4,0,0,2,0,5,0,0,11
103,Europe,Latvia,5,0,0,0,0,6,0,0,11
103,Europe,Greece,2,0,0,0,0,8,0,0,10
103,Asia,Uzbekistan,2,0,0,0,0,7,0,0,9
103,Africa,Congo,6,0,0,0,0,2,0,0,8
103,Africa,Mozambique,4,0,0,0,0,4,0,0,8
103,Africa,Tunisia,0,0,0,0,4,4,0,0,8
103,Europe,Luxembourg,1,0,0,0,3,4,0,0,8
103,Europe,Estonia,2,0,0,0,0,6,0,0,8
103,Africa,Cõte D'Ivoire,1,3,0,0,0,3,0,0,7
103,Asia,Saudi Arabia,2,2,0,0,0,2,0,0,6
103,Africa,Mauritius,0,6,0,0,0,0,0,0,6
103,Africa,Zimbabwe,4,0,0,0,0,2,0,0,6
103,Asia,Lao People'S Democratic Republic,1,3,0,0,0,1,0,0,5
103,Oceania,Papua New Guinea,2,1,0,0,0,2,0,0,5
103,Africa,Cameroon,3,0,0,1,0,1,0,0,5
103,Asia,"Cambodia, Kingdom Of Cambodia",1,1,0,0,1,1,0,0,4
103,Asia,Yemen,0,3,0,0,1,0,0,0,4
103,Asia,Kyrgyzstan,4,0,0,0,0,0,0,0,4
103,Asia,Armenia,1,0,0,0,0,3,0,0,4
103,Africa,"Tanzania, United Republic Of",4,0,0,0,0,0,0,0,4
103,Africa,Togo,1,0,0,0,0,3,0,0,4
103,Africa,Namibia,0,2,0,0,0,2,0,0,4
103,Europe,Macedonia,2,0,0,0,0,2,0,0,4
103,Europe,Bosnia And Herzegovina,3,0,0,0,0,1,0,0,4
103,Asia,Lebanon,1,1,0,0,0,1,0,0,3
103,Oceania,Fiji,0,2,0,0,0,1,0,0,3
103,Africa,Algeria,1,0,0,0,0,2,0,0,3
103,Africa,Senegal,1,0,0,0,1,1,0,0,3
103,Africa,Sudan,2,0,0,0,0,1,0,0,3
103,Asia,Bahrain,0,1,0,0,0,1,0,0,2
103,Asia,Kuwait,0,1,0,0,0,1,0,0,2
103,Asia,United Arab Emirtes,0,1,0,0,1,0,0,0,2
103,Asia,Trukmenistan,2,0,0,0,0,0,0,0,2
103,Africa,Benin,1,0,0,0,0,1,0,0,2
103,Africa,Rwanda,1,0,0,0,0,1,0,0,2
103,Africa,Guanda,1,0,0,0,0,1,0,0,2
103,Africa,Sudan,0,0,0,0,0,2,0,0,2
103,Europe,Iceland,0,0,0,0,0,2,0,0,2
103,Europe,Serbia,1,0,0,0,1,0,0,0,2
103,America,Barbados,2,0,0,0,0,0,0,0,2
103,Asia,Oman,0,0,0,0,0,1,0,0,1
103,Asia,Syrian Arab Republic,1,0,0,0,0,0,0,0,1
103,Asia,Georgia,1,0,0,0,0,0,0,0,1
103,Asia,Azerbaijan,1,0,0,0,0,0,0,0,1
103,Africa,Comoros,0,1,0,0,0,0,0,0,1
103,Africa,Ghana,0,0,0,0,1,0,0,0,1
103,Africa,Libyan Arab Jamahiriya,1,0,0,0,0,0,0,0,1
103,Europe,Monaco,0,0,0,0,0,1,0,0,1
103,America,Bahamas,0,0,0,0,1,0,0,0,1
103,America,Cuba,0,0,0,0,1,0,0,0,1
103,America,Dominica,0,1,0,0,0,0,0,0,1
103,America,Uruguay,0,1,0,0,0,0,0,0,1
